ProcCode,ProcName,ProcType,ProcDuration,ProcCost
X682959,ΕΚΤΟΜΗ ΚΥΣΤΗΣ Ή ΣΥΡΙΓΓΙΟΥ ΟΥΡΑΧΟΥ ΜΕ Ή ΧΩΡΙΣ ΑΠΟΚΑ,Surgical,240,1620
X682999,ΑΝΕΝΕΡΓΟΣ,Surgical,120,2370
X683009,ΚΥΣΤΕΟΣΤΟΜΙΑ· ΓΙΑ ΕΞΑΓΩΓΗ ΕΚΚΟΛΠΩΜΑΤΟΣ ΟΥΡΟΔΟΧΟΥ Κ,Surgical,120,1170
X683019,ΚΥΣΤΕΟΣΤΟΜΙΑ· ΓΙΑ ΕΚΤΟΜΗ ΟΓΚΟΥ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ,Surgical,240,2420
X683029,"ΚΥΣΤΕΟΣΤΟΜΙΑ ΓΙΑ ΕΚΤΟΜΗ, ΤΟΜΗ Ή ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΥΡΗΤ",Surgical,240,1220
X683059,"ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ· ΑΠΛΗ",Surgical,240,1620
X683069,"ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ· ΕΠΙΠΛΕΓΜΕΝΗ (ΠΧ, ΜΕΤΑΚΤΙΝΙΚΗ Π",Surgical,240,2420
X683089,"ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ, ΜΕ ΕΠΑΝΕΜΦΥΤΕΥΣΗ ΟΥΡΗΤΗΡΑ(ΩΝ) ",Surgical,240,2020
X683099,"ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ· (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ)",Surgical,240,2820
X683109,"ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ· ΜΕ ΠΥΕΛΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΑΜΦΩ",Surgical,240,1620
X683119,"ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΑΝΑΣΤΟΜΩΣΗ ΤΟΥ ΟΥΡΗΤΗΡΑ ΜΕ ",Surgical,240,2420
X683129,"ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΑΝΑΣΤΟΜΩΣΗ ΤΟΥ ΟΥΡΗΤΗΡΑ ΜΕ ",Surgical,240,1220
X683139,"ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΣΩΛΗΝΑ ΟΥΡΗΤΗΡΑ-ΕΙΛΕΟΥ Ή ΣΙ",Surgical,240,2020
X683149,"ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΣΩΛΗΝΑ ΟΥΡΗΤΗΡΑ-ΕΙΛΕΟΥ Ή ΣΙ",Surgical,240,2820
X683151,"ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΕΓΚΡΑΤΗ EKTROPH, ΟΠΟΙΑΔΗΠΟΤ",Surgical,150,980
X683153,"ΠΥΕΛΙΚΗ ΕΞΕΝΤΕΡΩΣΗ, ΠΛΗΡΗΣ, ΓΙΑ ΚΥΣΤΙΚΗ, ΠΡΟΣΤΑΤΙΚ",Surgical,210,1740
X683159,ΚΥΣΤΕΟΓΡΑΦΙΑ Ή ΟΥΡΗΘΡΟΚΥΣΤΕΟΓΡΑΦΙΑ ΜΕ ΕΚΚΕΝΩΣΗ,Surgical,120,1170
X683169,ΑΝΕΝΕΡΓΟΣ,Surgical,80,1970
X683179,ΑΝΕΝΕΡΓΟΣ,Surgical,160,770
X683359,"ΚΑΤΑΙΟΝΙΣΜΟΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ, ΑΠΛΗ, ΠΛΥΣΗ ΚΑΙ/Η Ε",Surgical,160,1170
X683361,"ΕΙΣΑΓΩΓΗ ΜΗ-ΜΟΝΙΜΟΥ ΚΑΘΕΤΗΡΑ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ (ΠΧ,",Surgical,80,1330
X683363,ΕΙΣΑΓΩΓΗ ΠΡΟΣΩΡΙΝΟΥ ΜΟΝΙΜΟΥ ΚΑΘΕΤΗΡΑ ΟΥΡΟΔΟΧΟΥ ΚΥΣ,Surgical,120,1490
X683365,ΕΙΣΑΓΩΓΗ ΠΡΟΣΩΡΙΝΟΥ ΜΟΝΙΜΟΥ ΚΑΘΕΤΗΡΑ ΟΥΡΟΔΟΧΟΥ ΚΥΣ,Surgical,160,1650
X683369,ΑΛΛΑΓΗ ΣΩΛΗΝΑ ΚΥΣΤΕΟΣΤΟΜΙΑΣ· ΑΠΛΗ,Surgical,120,1970
X683379,ΑΛΛΑΓΗ ΣΩΛΗΝΑ ΚΥΣΤΕΟΣΤΟΜΙΑΣ· ΕΠΙΠΛΕΓΜΕΝΗ,Surgical,80,770
X683389,ΕΝΔΟΣΚΟΠΙΚΗ ΕΓΧΥΣΗ ΕΜΦΥΤΕΥΣΙΜΟΥ ΥΛΙΚΟΥ ΣΕ ΥΠΟΒΛΕΝΝ,Surgical,160,1570
X683399,ΘΕΡΑΠΕΥΤΙΚΕΣ ΕΓΧΥΣΕΙΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ,Surgical,120,2370
X683409,"ΑΠΛΟ ΔΙΑΓΡΑΜΜΑ ΚΥΣΤΕΟΜΕΤΡΟΥ (CMG) (ΠΧ, ΝΩΤΙΑΙΟ ΜΑΝ",Surgical,80,1170
X683411,ΣΥΝΘΕΤΟ ΔΙΑΓΡΑΜΜΑ ΚΥΣΤΕΟΜΕΤΡΟΥ (ΠΧ. ΒΑΘΜΟΝΟΜΗΜΕΝΟΣ,Surgical,120,1330
X683431,"ΑΠΛΗ ΟΥΡΟΡΟΟΜΕΤΡΗΣΗ (UFR) (ΠΧ. ΧΡΟΝΟΜΕΤΡΟ ΡΟΗΣ, ΜΗ",Surgical,160,930
X683441,ΣΥΝΘΕΤΗ ΟΥΡΟΡΟΟΜΕΤΡΗΣΗ (ΠΧ. ΒΑΘΜΟΝΟΜΗΜΕΝΟΣ ΗΛΕΚΤΡΟ,Surgical,120,1730
X683503,ΜΕΛΕΤΕΣ ΠΡΟΦΙΛΟΜΕΤΡΙΑΣ (UPP) (ΠΡΟΦΙΛ ΠΙΕΣΗΣ ΚΛΕΙΣΙ,Surgical,160,690
X683527,ΗΛΕΚΤΡΟΜΥΟΓΡΑΦΙΚΗ ΜΕΛΕΤΗ (EMG) ΣΦΙΓΚΤΗΡΑ ΤΟΥ ΠΡΩΚΤ,Surgical,160,610
X683529,ΗΛΕΚΤΡΟΜΥΟΓΡΑΦΙΚΗ ΜΕΛΕΤΗ ΒΕΛΟΝΑΣ (EMG) ΣΦΙΓΚΤΗΡΑ Τ,Surgical,80,770
X683543,"ΑΠΟΚΡΙΣΗ ΜΕΣΩ ΕΡΕΘΙΣΜΑΤΟΣ (ΠΧ, ΜΕΤΡΗΣΗ ΧΡΟΝΟΥ ΚΑΘΥ",Surgical,120,1890
X683549,ΜΕΛΕΤΕΣ ΠΙΕΣΗΣ ΕΚΚΕΝΩΣΗΣ (VP)· ΠΙΕΣΗ ΕΚΚΕΝΩΣΗΣ ΟΥΡ,Surgical,120,2370
X683553,ΜΕΛΕΤΕΣ ΠΙΕΣΗΣ ΕΚΚΕΝΩΣΗΣ (VP)· ΕΝΔΟΚΟΙΛΙΑΚΗ ΠΙΕΣΗ ,Surgical,80,690
X683555,ΜΕΤΡΗΣΗ ΥΠΟΛΕΙΠΟΜΕΝΩΝ ΟΥΡΩΝ ΜΕΤΑ ΤΗΝ ΟΥΡΗΣΗ Ή/ΚΑΙ ,Surgical,120,850
X683559,"ΚΥΣΤΕΟΠΛΑΣΤΙΚΗ Ή ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ, ΠΛΑΣΤΙΚΗ Ε",Surgical,240,1620
X683599,ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ ΜΕ ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΟΤΕΡΟΠΛΕ,Surgical,160,2370
X683639,"ΕΜΠΡΟΣΘΙΑ ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΗΞΙΑ, Ή ΟΥΡΗΘΡΟΠΗΞΙΑ (ΠΧ, ",Surgical,120,1570
X683641,"ΕΜΠΡΟΣΘΙΑ ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΗΞΙΑ, Ή ΟΥΡΗΘΡΟΠΗΞΙΑ (ΠΧ, ",Surgical,160,1730
X683649,"ΑΝΑΡΤΗΣΗ ΚΟΙΛΙΟΚΟΛΠΙΚΟΥ ΚΥΣΤΙΚΟΥ ΑΥΧΕΝΑ, ΜΕ Ή ΧΩΡΙ",Surgical,80,2370
X683679,"ΚΥΣΤΕΟΡΡΑΦΗ, ΡΑΦΗ ΤΡΑΥΜΑΤΟΣ, ΠΛΗΓΗΣ Ή ΡΗΞΗΣ ΟΥΡΟΔΟ",Surgical,80,770
X683689,"ΚΥΣΤΕΟΡΡΑΦΗ, ΡΑΦΗ ΤΡΑΥΜΑΤΟΣ, ΠΛΗΓΗΣ Ή ΡΗΞΗΣ ΟΥΡΟΔΟ",Surgical,160,1570
X683719,ΣΥΓΚΛΕΙΣΗ ΚΥΣΤΕΟΣΤΟΜΙΑΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ),Surgical,160,1970
X683759,"ΕΚΤΟΜΗ ΚΥΣΤΕΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ, ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑ",Surgical,240,1620
X683799,ΕΚΤΟΜΗ ΚΥΣΤΕΟΜΗΤΡΙΚΟΥ ΣΥΡΙΓΓΙΟΥ·,Surgical,240,2820
X683809,ΕΚΤΟΜΗ ΚΥΣΤΕΟΜΗΤΡΙΚΟΥ ΣΥΡΙΓΓΙΟΥ· ΜΕ ΥΣΤΕΡΕΚΤΟΜΗ,Surgical,240,1620
X683839,"ΣΥΓΚΛΕΙΣΗ, ΕΚΣΤΡΟΦΗ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ",Surgical,160,1570
X683879,"ΕΝΤΕΡΟΚΥΣΤΕΟΠΛΑΣΤΙΚΗ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΑΣΤΟΜ",Surgical,120,1220
X683919,ΔΕΡΜΑΤΙΚΗ ΚΥΣΤΕΟΣΤΟΜΙΑ,Surgical,80,1970
X683939,"ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΑΝΑΡΤΗΣΗ ΟΥΡΗΘΡΑΣ ΓΙΑ ",Surgical,120,1570
X683943,"ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΕΠΕΜΒΑΣΗ ΣΤΗΡΙΞΗΣ ΓΙΑ ",Surgical,80,1890
X683957,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΛΑΠΑΡΟΣΚΟΠΗΣΗΣ, ΟΥΡΟΔ",Surgical,120,1010
X683959,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ),Surgical,160,1170
X683961,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΚΑΤΑΙΟΝΙΣΜΟ ΚΑΙ ΕΚΚΕΝΩΣΗ Π,Surgical,80,1330
X683969,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΕΝΣΤΑΛΑΞΗ, Ή ΟΥΡΗΤΗΡΟΠΥΕΛΟΓΡ",Surgical,120,1970
X683973,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΕΝΣΤΑΛΑΞΗ, Ή ΟΥΡΗΤΗΡΟΠΥΕΛΟΓΡ",Surgical,80,2290
X683979,ΑΝΕΝΕΡΓΟΣ,Surgical,80,770
X684367,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΒΙΟΨΙΑ(ΕΣ)",Surgical,80,1810
X684387,ΑΝΕΝΕΡΓΟΣ,Surgical,120,1410
X684407,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (Π",Surgical,160,1010
X684427,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (Π",Surgical,180,1060
X684429,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (Π",Surgical,240,1220
X684439,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (Π",Surgical,240,2620
X684459,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΕΙΣΑΓΩΓΗ ΡΑΔΙΕΝΕΡΓΗΣ ΟΥΣΙΑ,Surgical,120,1170
X684479,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΔΙΑΣΤΟΛΗ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ",Surgical,160,770
X684489,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΔΙΑΣΤΟΛΗ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ",Surgical,120,1570
X684499,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΣΩΤΕΡΙΚΗ ΟΥΡΗΘΡΟΤΟΜΗ· ΘΗ",Surgical,80,2370
X684509,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΣΩΤΕΡΙΚΗ ΟΥΡΗΘΡΟΤΟΜΗ· ΑΡ",Surgical,160,1170
X684511,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΑΜΕΣΗ ΟΠΤΙΚΗ ΕΣΩΤΕΡΙΚΗ ΟΥ",Surgical,80,1330
X684513,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΚΤΟΜΗ ΕΞΩΤΕΡΙΚΟΥ ΣΦΙΓΚΤΗ",Surgical,210,1940
X684521,ΑΝΕΝΕΡΓΟΣ,Surgical,160,2130
X684523,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΙΣΑΓΩΓΗ ΟΥΡΗΘΡΙΚΟΥ ΣΤΕΝΤ",Surgical,80,2290
X684525,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΓΧΥΣΗ ΣΤΕΡΟΕΙΔΩΝ ΣΤΗΝ ΣΤ",Surgical,120,450
X684529,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΓΙΑ ΑΝΤΙΜΕΤΩΠΙΣΗ ΤΟΥ ΟΥΡΗΘΡΙΚ,Surgical,80,770
X684539,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ· ΜΕ ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΑΝΟΙΞΗ ΣΤΟΜ,Surgical,160,1570
X684559,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ· ΜΕ ΕΚΤΟΜΗ Ή ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤ,Surgical,240,1620
X684561,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ· ΜΕ ΕΚΤΟΜΗ Η ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤ,Surgical,150,1780
X684569,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ· ΜΕ ΤΟΜΗ Η ΕΚΤΟΜΗ ΣΤΟΜΙΟΥ ΤΗΣ,Surgical,240,2420
X684579,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, Λ",Surgical,240,1220
X684589,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, Λ",Surgical,240,2020
X684593,ΛΙΘΟΤΡΙΨΙΑ ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ.ΑΠΛΗ Η ΜΙΚΡΗ (ΛΙΘΟΣ,Surgical,160,1890
X684595,ΛΙΘΟΤΡΙΨΙΑ ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ.ΕΠΙΠΛΕΓΜΕΝΗ Η ΜΕΓΑΛ,Surgical,120,3100
X684599,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ (ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΚΑΘΕΤΗΡΙΑΣΜΟΣ,Surgical,240,2820
X684609,ΛΙΘΟΤΡΙΨΙΑ ΟΥΡΗΤΗΡΙΚΟΥ ΛΙΘΟΥ.ΚΑΘΕ ΜΕΘΟΔΟΣ,Surgical,120,1170
X684613,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ (ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΚΑΘΕΤΗΡΙΑΣΜΟΣ,Surgical,80,1490
X684619,ΑΝΕΝΕΡΓΟΣ,Surgical,80,1970
X684623,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΙΣΑΓΩΓΗ ΜΟΝΙΜΟΥ ΟΥΡΗΤΗΡΙ",Surgical,160,2290
X684627,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΕΙΣΑΓΩΓΗ ΣΥΡΜΑΤΙΝΟΥ ΟΥΡΗΤΗ,Surgical,120,610
X684641,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ· ΜΕ ΑΝΤΙΜΕΤΩΠΙΣΗ ΣΤΕΝΩΣΗΣ ΟΥΡ,Surgical,160,1730
X684643,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ· ΜΕ ΑΝΤΙΜΕΤΩΠΙΣΗ ΣΤΕΝΩΣΗΣ ΠΥΕ,Surgical,80,1890
X684645,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ· ΜΕ ΑΝΤΙΜΕΤΩΠΙΣΗ ΕΝΔΟΝΕΦΡΙΚΗΣ,Surgical,120,2050
X684647,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ· ΜΕ ΑΝΤΙΜΕ,Surgical,160,2210
X684649,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ· ΜΕ ΑΝΤΙΜΕ,Surgical,80,2370
X684651,ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ· ΜΕ ΑΝΤΙΜΕ,Surgical,120,530
X684661,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ Ή/ ΚΑΙ ΠΥ",Surgical,80,1330
X684663,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ Ή/ ΚΑΙ ΠΥ",Surgical,210,1940
X684665,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ Ή/ ΚΑΙ ΠΥ",Surgical,160,1650
X684667,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ Ή/ ΚΑΙ ΠΥ",Surgical,80,1810
X684669,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΟΥΡΗΤΗΡΟΣΚΟΠΗΣΗ Ή/ ΚΑΙ ΠΥ",Surgical,240,2420
X684759,"ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΤΟΜΗ, ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑ",Surgical,240,1620
X684763,ΑΝΕΝΕΡΓΟΣ,Surgical,80,1490
X684859,ΔΙΟΥΡΗΘΡΙΚΗ ΤΟΜΗ ΤΟΥ ΠΡΟΣΤΑΤΗ,Surgical,80,1170
X684959,ΔΙΟΥΡΗΘΡΙΚΗ ΤΟΜΗ ΤΟΥ ΑΥΧΕΝΑ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ (,Surgical,160,1170
X685161,ΔΙΟΥΡΗΘΡΙΚΗ ΗΛΕΚΤΡΟΧΕΙΡΟΥΡΓΙΚΗ ΕΚΤΟΜΗ ΤΟΥ ΠΡΟΣΤΑΤΗ,Surgical,150,1780
X685219,ΔΙΟΥΡΗΘΡΙΚΗ ΕΚΤΟΜΗ· ΥΠΟΛΕΙMΜΑΤΙΚΟΣ Η ΕΚ ΝΕΟΥ ΑΝΑΠΤ,Surgical,240,2420
X685239,ΔΙΟΥΡΗΘΡΙΚΗ ΕΚΤΟΜΗ· ΜΕΤΕΓΧΕΙΡΗΤΙΚΗΣ ΣΥΣΠΑΣΗΣ ΑΥΧΕΝ,Surgical,240,2020
X685253,ΑΝΕΝΕΡΓΟΣ,Surgical,80,690
X685255,"ΕΞΑΧΝΩΣΗ ΠΡΟΣΤΑΤΗ ΜΕ ΛΕΙΖΕΡ, ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΕΛΕΓΧΟ",Surgical,120,1300
X685257,"ΕΚΠΥΡΗΝΩΣΗ ΠΡΟΣΤΑΤΗ ΜΕ ΛΕΙΖΕΡ ΜΕ ΚΑΤΑΤΕΜΑΧΙΣΜΟ, ΠΕ",Surgical,180,1460
X685359,ΔΙΟΥΡΗΘΡΙΚΗ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ ΠΡΟΣΤΑΤΗ,Surgical,160,1170
X685959,ΑΝΕΝΕΡΓΟΣ,Surgical,160,1170
X685979,"ΟΥΡΗΘΡΟΤΟΜΗ ΚΑΙ ΟΥΡΗΘΡΟΣΤΟΜΙΑ, ΕΞΩΤΕΡΙΚΗ (ΞΕΧΩΡΙΣΤ",Surgical,80,770
X685999,"ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΑΝΟΙΞΗ, ΑΦΑΙΡΕΣΗ ΑΥΧΕΝΑ (ΞΕΧΩΡΙΣΤΗ Ε",Surgical,240,2820
X686009,"ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΑΝΟΙΞΗ, ΑΦΑΙΡΕΣΗ ΑΥΧΕΝΑ (ΞΕΧΩΡΙΣΤΗ Ε",Surgical,240,1620
X686039,ΠΑΡΟΧΕΤΕΥΣΗ ΕΝ ΤΩ ΒΑΘΕΙ ΠΕΡΙΟΥΡΗΘΡΙΚΟΥ ΑΠΟΣΤΗΜΑΤΟΣ,Surgical,120,1570
X686079,ΑΝΕΝΕΡΓΟΣ,Surgical,80,770
X686119,ΑΝΕΝΕΡΓΟΣ,Surgical,160,1970
X686129,ΠΑΡΟΧΕΤΕΥΣΗ ΠΕΡΙΝΕΪΚΗΣ ΟΥΡΟΦΟΡΟΥ ΕΞΑΓΓΕΙΩΣΗΣ,Surgical,120,770
X686359,ΒΙΟΨΙΑ ΤΗΣ ΟΥΡΗΘΡΑΣ,Surgical,160,1170
X686379,"ΟΥΡΗΘΡΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΥΣΤΕΟΣΤΟΜΙΑ· Θ",Surgical,240,1220
X686389,"ΟΥΡΗΘΡΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΥΣΤΕΟΣΤΟΜΙΑ· Α",Surgical,240,2020
X686399,ΕΚΤΟΜΗ Ή ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ ΚΑΡΚΙΝΩΜΑΤΟΣ ΤΗΣ Ο,Surgical,240,2820
X686419,ΕΚΤΟΜΗ ΟΥΡΗΘΡΙΚΟΥ ΕΚΚΟΛΠΩΜΑΤΟΣ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ,Surgical,240,2420
X686429,ΕΚΤΟΜΗ ΟΥΡΗΘΡΙΚΟΥ ΕΚΚΟΛΠΩΜΑΤΟΣ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ,Surgical,240,1220
X686439,"ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΟΥΡΗΘΡΙΚΟΥ ΕΚΚΟΛΠΩΜΑΤΟΣ, ΑΡΡΕΝ Ή ΘΗΛ",Surgical,80,1570
X686459,ΑΝΕΝΕΡΓΟΣ,Surgical,120,1170
X686479,ΕΚΤΟΜΗ Ή ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ· ΠΟΛΥΠΟΔΑΣ(ΕΣ) ΤΗΣ,Surgical,240,1220
X686489,ΑΝΕΝΕΡΓΟΣ,Surgical,120,1570
X686499,ΑΝΕΝΕΡΓΟΣ,Surgical,80,2370
X686509,ΕΚΤΟΜΗ Η ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ· ΠΡΟΠΤΩΣΗ ΟΥΡΗΘΡΑΣ,Surgical,240,1620
X686759,"ΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ· ΠΡΩΤΟ ΣΤΑΔΙΟ, ΓΙΑ ΣΥΡΙΓΓΙΟ, ΕΚΚΟΛ",Surgical,120,1170
X686769,ΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ· ΔΕΥΤΕΡΟ ΣΤΑΔΙΟ (ΣΧΗΜΑΤΙΣΜΟΣ ΤΗΣ Ο,Surgical,80,1970
X686779,"ΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ, ΑΝΑΠΛΑΣΗ ΕΝΟΣ ΣΤΑΔΙΟΥ ΤΗΣ ΕΜΠΡΟΣΘ",Surgical,160,770
