DrugID,Name,Route,AuthCountry,AuthHolder,MasterFileLocation,Email
132186,Solidagoren,Oral Use,Bulgaria,Alpen Pharma Gmbh,Germany,pharmacovigilance@alpenpharma.com
132187,Solidagoren,Oral Use,Slovakia,Alpen Pharma Gmbh,Germany,pharmacovigilance@alpenpharma.com
132188,Solidagoren Liquid,Oral Use,Germany,Dr. Gustav Klein Gmbh & Co Kg,Germany,pharmacovigilance@alpenpharma.com
132189,Solidagoren Mono,Oral Use,Germany,Dr. Gustav Klein Gmbh & Co Kg,Germany,pharmacovigilance@alpenpharma.com
132190,Solidagoren® Mono,Oral Use,Germany,Dr. Gustav Klein Gmbh & Co Kg,Germany,pharmacovigilance@alpenpharma.com
132191,Solidon,Oral Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa,Greece,pharmacovigilance@adelco.gr
132192,Solifaben,Oral Use,Germany,Pharmasgp Gmbh,Germany,nebenwirkungen@hwi-group.de
132193,Solifemin,Oral Use,Germany,Tad Pharma Gmbh,Slovenia,Drug-Safety@tad.de
132194,"Solifenacin ""sandoz""",Oral Use,Denmark,Sandoz A/S,Germany,eu-qppv.office@sandoz.com
132195,Solifenacin +pharma,Oral Use,Austria,+pharma Arzneimittel Gmbh,Austria,drug.safety@genericon.at
132196,Solifenacin 1 A Pharma,Oral Use,Germany,1 A Pharma Gmbh,Germany,eu-qppv.office@sandoz.com
132197,Solifenacin 1a Pharma,Oral Use,Austria,1a Pharma Gmbh,Germany,eu-qppv.office@sandoz.com
132198,Solifenacin Ab,Oral Use,Belgium,Aurobindo N.V.,Malta,pharmacovigilance.eu@aurobindo.com
132199,Solifenacin Accord,Oral Use,Cyprus,Accord Healthcare S.L.U.,Poland,arlettawerynska@lambda-cro.com
132200,Solifenacin Accord,Oral Use,Czech Republic,Accord Healthcare Polska Sp. Z O.O.,Poland,arlettawerynska@lambda-cro.com
132201,Solifenacin Accord,Oral Use,Finland,Accord Healthcare B.V.,Poland,arlettawerynska@lambda-cro.com
132202,Solifenacin Accord,Oral Use,Germany,Accord Healthcare B.V.,Poland,arlettawerynska@lambda-cro.com
132203,Solifenacin Accord,Oral Use,Norway,Accord Healthcare B.V.,Poland,arlettawerynska@lambda-cro.com
132204,Solifenacin Accord,Oral Use,Sweden,Accord Healthcare B.V.,Poland,arlettawerynska@lambda-cro.com
132205,Solifenacin Alvogen,Oral Use,Iceland,Alvogen Ehf,Iceland,Sorina.Paiu@alvogen.com
132206,Solifenacin Alvogen,Oral Use,Iceland,Alvogen Ehf,Iceland,phv@dayzero.is
132207,Solifenacin Aristo,Oral Use,Austria,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
132208,Solifenacin Aristo,Oral Use,Czech Republic,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
132209,Solifenacin Aristo,Oral Use,Germany,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
132210,Solifenacin Basics,Oral Use,Germany,Basics Gmbh,Romania,drugsafetyeurope@sunpharma.com
132211,Solifenacin Basics,Oral Use,Germany,Basics Gmbh,Romania,victoria.bodea@sunpharma.com
132212,Solifenacin Be Pharma,Oral Use,Croatia,Be Pharma D.O.O.,Bulgaria,safety@iggea.com
132213,Solifenacin Cipla,Oral Use,Germany,Vivanta Generics S.R.O.,Spain,frederik.koopmans@msnlabs.com
132214,Solifenacin Clonmel,Oral Use,Ireland,Clonmel Healthcare Ltd.,Germany,dso@stada.de
132215,Solifenacin Edest Intas Third Party Sales 2005,Oral Use,Austria,"Intas Third Party Sales 2005, S.L.",Poland,paulinamajewska@lambda-cro.com
132216,Solifenacin Farmax,Oral Use,Czech Republic,Neuraxpharm Bohemia S.R.O.,Czech Republic,michalp@pharma-service.cz
132217,Solifenacin Farmax,Oral Use,Czech Republic,Neuraxpharm Bohemia S.R.O.,Spain,safety@neuraxpharm.com
132218,Solifenacin Farmax,Oral Use,Poland,Neuraxpharm Bohemia S.R.O.,Czech Republic,michalp@pharma-service.cz
132219,Solifenacin Farmax,Oral Use,Slovakia,Neuraxpharm Bohemia S.R.O.,Czech Republic,michalp@pharma-service.cz
132220,Solifenacin Farmax,Oral Use,Slovakia,Neuraxpharm Bohemia S.R.O.,Spain,safety@neuraxpharm.com
132221,Solifenacin G.L.Pharma,Oral Use,Czech Republic,G.L. Pharma Gmbh,Austria,pv@gl-pharma.at
132222,Solifenacin Glenmark,Oral Use,Germany,Glenmark Arzneimittel Gmbh,Germany,GlobalPV@glenmarkpharma.com
132223,Solifenacin Glenmark,Oral Use,Slovakia,Glenmark Pharmaceuticals S.R.O.,Germany,GlobalPV@glenmarkpharma.com
132224,Solifenacin Glenmark,Oral Use,Sweden,Glenmark Arzneimittel Gmbh,Germany,GlobalPV@glenmarkpharma.com
132225,Solifenacin Hcs,Oral Use,Austria,Hcs Bvba,Slovenia,Pharmacovigilance.AT@krka.biz
132226,Solifenacin Heumann,Oral Use,Germany,Heumann Pharma Gmbh & Co. Generica Kg,Germany,Medical.department@heumann.de
132227,Solifenacin Jubilant Pharmaceuticals,Oral Use,United Kingdom (Northern Ireland),Jubilant Pharmaceuticals Nv,Poland,paulinaprzybylak@lambda-cro.com
132228,Solifenacin Jubilant Pharmaceuticals Nv,Oral Use,United Kingdom (Northern Ireland),Jubilant Pharmaceuticals Nv,Poland,paulinaprzybylak@lambda-cro.com
132229,Solifenacin Krka,Oral Use,Belgium,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.be@krka.biz
132230,Solifenacin Krka,Oral Use,Denmark,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz
132231,Solifenacin Krka,Oral Use,Finland,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.fi@krka.biz
132232,Solifenacin Krka,Oral Use,Iceland,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz
132233,Solifenacin Krka,Oral Use,Norway,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz
132234,Solifenacin Krka,Oral Use,Slovakia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.sk@krka.biz
132235,Solifenacin Krka,Oral Use,Sweden,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz
132236,Solifenacin Lek,Oral Use,Slovenia,Lek Pharmaceuticals D.D. Ljubljana,Germany,eu-qppv.office@sandoz.com
132237,Solifenacin Medical Valley,Oral Use,Denmark,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
132238,Solifenacin Medical Valley,Oral Use,Sweden,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
132239,Solifenacin Medreg,Oral Use,Czech Republic,Medreg S.R.O.,Czech Republic,qppv@medreg.net
132240,Solifenacin Medreg,Oral Use,Czech Republic,Medreg S.R.O.,Czech Republic,qppv@medreg.net
132241,Solifenacin Medreg,Oral Use,Poland,Medreg S.R.O.,Czech Republic,qppv@medreg.net
132242,Solifenacin Medreg,Oral Use,Slovakia,Medreg S.R.O.,Czech Republic,qppv@medreg.net
132243,Solifenacin Micro Labs,Oral Use,Germany,Micro Labs Gmbh,Denmark,hm@viadpharma.dk
132244,Solifenacin Milpharm,Oral Use,United Kingdom (Northern Ireland),Milpharm Limited,United Kingdom,pharmacovigilance.uk@aurobindo.com
132245,Solifenacin Msn,Oral Use,Hungary,Vivanta Generics S.R.O.,Spain,pharmacovigilance@vivantagenerics.com
132246,Solifenacin Msn Laboratories,Oral Use,Romania,Vivanta Generics S.R.O.,Spain,pharmacovigilance@vivantagenerics.com
132247,Solifenacin Mylan,Oral Use,Finland,Mylan Ab,Italy,productsafety@viatris.com
132248,Solifenacin Mylan,Oral Use,Norway,Viatris Limited,Italy,productsafety@viatris.com
132249,Solifenacin Nobel,Oral Use,Estonia,"Nobel L., Uab",Lithuania,vili.topalova@avpharm.com
132250,Solifenacin Nobel,Oral Use,Estonia,"Nobel L., Uab",Lithuania,vili.topalova@avpharm.com
132251,Solifenacin Orion,Oral Use,Finland,Orion Corporation,Finland,pharmacovigilance@orionpharma.com
132252,Solifenacin Orion,Oral Use,Sweden,Orion Corporation,Finland,pharmacovigilance@orionpharma.com
132253,Solifenacin Pharmalab,Oral Use,Poland,Pharmalab Poland Sp. Z O. O.,Poland,grzegorz.pilecki@apcinstytut.pl
132254,Solifenacin Pharmevid,Oral Use,Slovakia,Pharmevid S.R.O.,Hungary,radmedpharma@radmedpharma.hu
132255,Solifenacin Pharmsol,Oral Use,Austria,Pharmsol Europe Limited,Bulgaria,safety@iggea.com
132256,Solifenacin Pharmsol,Oral Use,Malta,Pharmsol Europe Limited,Bulgaria,safety@iggea.com
132257,Solifenacin Pmcs,Oral Use,Austria,Pro.Med.Cs Praha A.S.,Czech Republic,pharmacovigilance@promedcs.com
132258,Solifenacin Pmcs,Oral Use,Czech Republic,Pro.Med.Cs Praha A.S.,Czech Republic,pharmacovigilance@promedcs.com
132259,Solifenacin Pmcs,Oral Use,Estonia,Pro.Med.Cs Praha A.S.,Czech Republic,pharmacovigilance@promedcs.com
132260,Solifenacin Pmcs,Oral Use,Latvia,Pro.Med.Cs Praha A.S.,Czech Republic,pharmacovigilance@promedcs.com
132261,Solifenacin Pmcs,Oral Use,Lithuania,Pro.Med.Cs Praha A.S.,Czech Republic,pharmacovigilance@promedcs.com
132262,Solifenacin Pmcs,Oral Use,Slovakia,Pro.Med.Cs Praha A.S.,Czech Republic,pharmacovigilance@promedcs.com
132263,Solifenacin Ratiopharm,Oral Use,Finland,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
132264,Solifenacin Ratiopharm,Oral Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
132265,Solifenacin Ratiopharm,Oral Use,Luxembourg,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
132266,Solifenacin Rudipharm,Oral Use,United Kingdom (Northern Ireland),Rudipharm Limited,United Kingdom,akhtarhms@skayedzan.co.uk
132267,Solifenacin Sandoz,Oral Use,Belgium,Sandoz N.V.,Germany,eu-qppv.office@sandoz.com
132268,Solifenacin Sandoz,Oral Use,Finland,Sandoz A/S,Germany,eu-qppv.office@sandoz.com
132269,Solifenacin Sandoz,Oral Use,Greece,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
132270,Solifenacin Sandoz,Oral Use,Norway,Sandoz A/S,Germany,eu-qppv.office@sandoz.com
132271,Solifenacin Sandoz,Oral Use,Slovenia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
132272,Solifenacin Sandoz,Oral Use,Sweden,Sandoz A/S,Germany,eu-qppv.office@sandoz.com
132273,Solifenacin Sanexcel,Oral Use,Czech Republic,J.J. Bishop Health A.S.,Czech Republic,klara.michalkova@jjbishop.eu
132274,Solifenacin Sanexcel,Oral Use,Hungary,J.J. Bishop Health A.S.,Czech Republic,pharmacovigilance@jjbishop.eu
132275,Solifenacin Sanexcel,Oral Use,Slovakia,J.J. Bishop Health A.S.,Czech Republic,klara.michalkova@jjbishop.eu
132276,Solifenacin Stada,Oral Use,Austria,Stada Arzneimittel Gmbh,Germany,dso@stada.de
132277,Solifenacin Stada,Oral Use,Austria,Stada Arzneimittel Gmbh,Germany,dso@stada.de
132278,Solifenacin Stada,Oral Use,Croatia,Stada D.O.O.,Germany,dso@stada.de
132279,Solifenacin Stada,Oral Use,Croatia,Stada D.O.O.,Germany,dso@stada.de
132280,Solifenacin Stada,Oral Use,Finland,Stada Arzneimittel Ag,Germany,dso@stada.de
132281,Solifenacin Stada,Oral Use,Slovakia,Stada Arzneimittel Ag,Germany,dso@stada.de
132282,Solifenacin Stada,Oral Use,United Kingdom (Northern Ireland),Genus Pharmaceuticals Limited,Germany,dso@stada.de
132283,Solifenacin Stada,Oral Use,Denmark,Stada Arzneimittel Ag,Germany,dso@stada.de
132284,Solifenacin Stada,Oral Use,Sweden,Stada Arzneimittel Ag,Germany,dso@stada.de
132285,Solifenacin Succinat Zentiva,Oral Use,Germany,Zentiva Pharma Gmbh,Czech Republic,pharmacovigilance@zentiva.com
132286,Solifenacin Succinate,Oral Use,United Kingdom (Northern Ireland),"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.uk@krka.biz
132287,Solifenacin Succinate + Tamsulosin Hydrochloride Adamed,Oral Use,Poland,Adamed Pharma S.A.,Poland,pv@adamed.com
132288,Solifenacin Succinate + Tamsulosin Hydrochloride Ariti,Oral Use,Greece,Ariti Sa,Greece,pharmacovigilance@ariti.gr
132289,Solifenacin Succinate Accord Healthcare,Oral Use,United Kingdom (Northern Ireland),Accord Healthcare Limited,Poland,arlettawerynska@lambda-cro.com
132290,Solifenacin Succinate Accord Healthcare Ireland,Oral Use,Ireland,Accord Healthcare Ireland Limited,Poland,arlettawerynska@lambda-cro.com
132291,Solifenacin Succinate Ascend Laboratories (Uk),Oral Use,United Kingdom (Northern Ireland),Ascend Laboratories (Uk) Limited,United Kingdom,alkem.qppv@navitaslifesciences.com
132292,Solifenacin Succinate Aspire Pharma,Oral Use,United Kingdom (Northern Ireland),Aspire Pharma Limited,Germany,medinfo@aspirepharma.co.uk
132293,Solifenacin Succinate Brill Pharma,Oral Use,United Kingdom (Northern Ireland),Brillpharma Limited,Germany,info@bristol-labs.co.uk
132294,Solifenacin Succinate Bristol Laboratories,Oral Use,United Kingdom (Northern Ireland),Bristol Laboratories Limited,Germany,info@bristol-labs.co.uk
132295,Solifenacin Succinate Brown & Burk Uk,Oral Use,United Kingdom (Northern Ireland),Brown & Burk Uk Limited,Denmark,hm@viadpharma.dk
132296,Solifenacin Succinate Clydesdale Pharma,Oral Use,United Kingdom (Northern Ireland),Clydesdale Pharma Limited,United Kingdom,Pharmacovigilance@ssikdar.com
132297,Solifenacin Succinate Crescent Pharma,Oral Use,United Kingdom (Northern Ireland),Crescent Pharma Limited,Malta,pv@crescentpharma.com
132298,Solifenacin Succinate Generics,Oral Use,United Kingdom (Northern Ireland),Generics [uk] Limited,Italy,productsafety@viatris.com
132299,Solifenacin Succinate Generics Uk Ltd,Oral Use,Ireland,Viatris Limited,Italy,productsafety@viatris.com
132300,Solifenacin Succinate Generics Uk Ltd,Oral Use,United Kingdom (Northern Ireland),Generics [uk] Limited,Italy,productsafety@viatris.com
132301,Solifenacin Succinate Glenmark Pharmaceuticals Europe,Oral Use,United Kingdom (Northern Ireland),Glenmark Pharmaceuticals Europe Limited,Germany,GlobalPV@glenmarkpharma.com
132302,Solifenacin Succinate Glenmark Pharmaceuticals Europe,Oral Use,United Kingdom (Northern Ireland),Glenmark Pharmaceuticals Europe Limited,Germany,GlobalPV@glenmarkpharma.com
132303,Solifenacin Succinate Hec Pharm,Oral Use,United Kingdom (Northern Ireland),Hec Pharm Gmbh,Romania,qppv@neocubespharma.com
132304,Solifenacin Succinate Manx Healthcare Ltd,Oral Use,United Kingdom (Northern Ireland),Manx Healthcare Ltd,United Kingdom,pv@callistopharmagroup.com
132305,Solifenacin Succinate Morningside Healthcare,Oral Use,United Kingdom (Northern Ireland),Morningside Healthcare Ltd,Germany,medinfo@aspirepharma.co.uk
132306,Solifenacin Succinate Msn Laboratories Europe,Oral Use,United Kingdom (Northern Ireland),Msn Laboratories Europe Ltd,Spain,pharmacovigilance@vivantagenerics.com
132307,Solifenacin Succinate Qilu Pharma Spain,Oral Use,United Kingdom (Northern Ireland),Qilu Pharma Spain S.L.,Czech Republic,safety@elc-group.com
132308,Solifenacin Succinate Rowex,Oral Use,Ireland,Rowex Ltd,Germany,eu-qppv.office@sandoz.com
132309,Solifenacin Succinate Sun Pharmaceutical Industries Europe,Oral Use,United Kingdom (Northern Ireland),Sun Pharmaceutical Industries Europe B.V.,Romania,victoria.bodea@sunpharma.com
132310,Solifenacin Succinate Sun Pharmaceutical Industries Europe,Oral Use,United Kingdom (Northern Ireland),Sun Pharmaceutical Industries Europe B.V.,Romania,victoria.bodea@sunpharma.com
132311,Solifenacin Succinate Teva,Oral Use,United Kingdom (Northern Ireland),Teva Uk Limited,Croatia,safety.europe@tevaeu.com
132312,Solifenacin Succinate Tillomed Laboratories,Oral Use,United Kingdom (Northern Ireland),Tillomed Laboratories Ltd,Romania,PVUK@tillomed.com
132313,Solifenacin Succinate Tillomed Laboratories Ltd,Oral Use,United Kingdom (Northern Ireland),Tillomed Laboratories Ltd,Romania,PVUK@tillomed.com
132314,Solifenacin Succinate Torrent Pharma (Uk),Oral Use,United Kingdom (Northern Ireland),Torrent Pharma (Uk) Ltd.,Germany,drugsafety@torrentpharma.co.uk
132315,Solifenacin Succinate Umedica,Oral Use,United Kingdom (Northern Ireland),Umedica Laboratories Uk Limited,United Kingdom,pv@callistopharmagroup.com
132316,Solifenacin Succinate Vivanta,Oral Use,Ireland,Vivanta Generics S.R.O.,Spain,pharmacovigilance@vivantagenerics.com
132317,Solifenacin Succinate Zentiva Pharma Uk,Oral Use,United Kingdom (Northern Ireland),Zentiva Pharma Uk Limited,Czech Republic,pharmacovigilance@zentiva.com
132318,Solifenacin Succinate Zydus Pharmaceuticals Uk,Oral Use,United Kingdom (Northern Ireland),Zydus Pharmaceuticals Uk Limited,United Kingdom,DrugSafety@ZydusUK.com
132319,Solifenacin Succinate/Tamsulosin,Oral Use,Ireland,Clonmel Healthcare Ltd.,Germany,dso@stada.de
132320,Solifenacin Succinate/Tamsulosin Hydrochloride Altair Science,Oral Use,United Kingdom (Northern Ireland),Altair Science Limited,Bulgaria,safety@iggea.com
132321,Solifenacin Succinate/Tamsulosin Hydrochloride Altair Science Limited,Oral Use,United Kingdom (Northern Ireland),Altair Science Limited,Bulgaria,safety@iggea.com
132322,Solifenacin Succinate/Tamsulosin Hydrochloride Celix,Oral Use,United Kingdom (Northern Ireland),Celix Pharma Limited,United Kingdom,medinfo@celixpharma.com
132323,Solifenacin Succinate/Tamsulosin Hydrochloride Milpharm,Oral Use,United Kingdom (Northern Ireland),Milpharm Limited,United Kingdom,pharmacovigilance.uk@aurobindo.com
132324,Solifenacin Succinate/Tamsulosin Hydrochloride Rowex,Oral Use,Ireland,Rowa Pharmaceuticals Limited,Ireland,pv@rowa-pharma.ie
132325,Solifenacin Succinate/Tamsulosin Hydrochloride Torrent,Oral Use,United Kingdom (Northern Ireland),Torrent Pharma (Uk) Ltd.,Germany,drugsafety@torrentpharma.co.uk
132326,Solifenacin Succinate/Tamsulosin Hydrochloride Zentiva,Oral Use,United Kingdom (Northern Ireland),Zentiva Pharma Uk Limited,Czech Republic,pharmacovigilance@zentiva.com
132327,Solifenacin Svus,Oral Use,Hungary,Neuraxpharm Bohemia S.R.O.,Czech Republic,michalp@pharma-service.cz
132328,Solifenacin Tad,Oral Use,Ireland,Tad Pharma Gmbh,Slovenia,pharmacovigilance.ie@krka.biz
132329,Solifenacin Teva,Oral Use,Czech Republic,"Teva Pharmaceuticals Cr, S.R.O.",Croatia,safety.europe@tevaeu.com
132330,Solifenacin Uropharm,Oral Use,Germany,Abanta Pharma Gmbh,Germany,abanta@haney-pharma.de
132331,Solifenacin Us Pharmacia,Oral Use,Poland,Us Pharmacia Sp. Z O.O.,Poland,pv@usp.pl
132332,Solifenacin Viatris,Oral Use,Czech Republic,Viatris Limited,Italy,productsafety@viatris.com
132333,Solifenacin Viatris,Oral Use,Denmark,Viatris Limited,Italy,productsafety@viatris.com
132334,Solifenacin Viatris,Oral Use,Iceland,Viatris Limited,Italy,productsafety@viatris.com
132335,Solifenacin Viatris,Oral Use,Slovakia,Viatris Limited,Italy,productsafety@viatris.com
132336,Solifenacin Vipharm,Oral Use,Czech Republic,Vipharm S.A.,Poland,pharmacovigilance@vipharm.com.pl
132337,Solifenacin Vipharm,Oral Use,Czech Republic,Vipharm S.A.,Poland,pharmacovigilance@vipharm.com.pl
132338,Solifenacin Vivanta,Oral Use,Germany,Vivanta Generics S.R.O.,Spain,pharmacovigilance@vivantagenerics.com
132339,Solifenacin Vivanta,Oral Use,Spain,Vivanta Generics S.R.O.,Spain,pharmacovigilance@vivantagenerics.com
132340,Solifenacin Ysat,Oral Use,Germany,Johannes Bürger Ysatfabrik Gmbh,Germany,info@svb-lautenbacher.de
132341,Solifenacin/Tamsulosin Adalvo,Oral Use,Denmark,Adalvo Limited,Romania,dana.dragulinescu@adalvo.com
132342,Solifenacin/Tamsulosin Belupo,Oral Use,Czech Republic,Belupo D.D.,Croatia,visnja.nakic@belupo.hr
132343,Solifenacin/Tamsulosin Gemax Pharma,Oral Use,Romania,Gemax Pharma S.R.O.,Czech Republic,qppv@medreg.net
132344,Solifenacin/Tamsulosin Heumann,Oral Use,Germany,Heumann Pharma Gmbh & Co. Generica Kg,Germany,Medical.department@heumann.de
132345,Solifenacin/Tamsulosin Medreg,Oral Use,Czech Republic,Medreg S.R.O.,Czech Republic,qppv@medreg.net
132346,Solifenacin/Tamsulosin Newbury,Oral Use,Denmark,Newbury Pharmaceuticals Ab,Sweden,safety@newburypharma.com
132347,Solifenacin/Tamsulosin Newbury,Oral Use,Norway,Newbury Pharmaceuticals Ab,Sweden,safety@newburypharma.com
132348,Solifenacin/Tamsulosin Ratiopharm,Oral Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
132349,Solifenacin/Tamsulosin Ratiopharm,Oral Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
132350,Solifenacin/Tamsulosin Stada,Oral Use,Denmark,Stada Arzneimittel Ag,Germany,dso@stada.de
132351,Solifenacin/Tamsulosin Stada,Oral Use,Finland,Stada Arzneimittel Ag,Germany,dso@stada.de
132352,Solifenacin/Tamsulosin Stada,Oral Use,Germany,Stadapharm Gmbh,Germany,dso@stada.de
132353,Solifenacin/Tamsulosin Stada,Oral Use,Norway,Stada Arzneimittel Ag,Germany,dso@stada.de
132354,Solifenacin/Tamsulosin Supremex,Oral Use,Hungary,Supremex Kft.,Hungary,vigilance@qualipharmacon.hu
132355,Solifenacin/Tamsulosin Teva,Oral Use,Czech Republic,Teva B.V,Croatia,safety.europe@tevaeu.com
132356,Solifenacin/Tamsulosin Teva,Oral Use,Romania,Teva B.V,Croatia,safety.europe@tevaeu.com
132357,Solifenacin/Tamsulosin Teva,Oral Use,Czech Republic,Teva B.V,Croatia,safety.europe@tevaeu.com
132358,Solifenacin/Tamsulosin Teva,Oral Use,Romania,Teva B.V,Croatia,safety.europe@tevaeu.com
132359,Solifenacin/Tamsulosin Viatris,Oral Use,Czech Republic,Viatris Limited,Italy,productsafety@viatris.com
132360,Solifenacin/Tamsulozin Adamed,Oral Use,Romania,Adamed Pharma S.A.,Poland,pv@adamed.com
132361,Solifenacin/Tamsulozin Belupo,Oral Use,Slovenia,Belupo D.D.,Croatia,visnja.nakic@belupo.hr
132362,Solifenacín/Tamsulozín Belupo,Oral Use,Slovakia,Belupo D.D.,Croatia,visnja.nakic@belupo.hr
132363,Solifenacina,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com
132364,Solifenacina / Tamsulosina Stadafarma,Oral Use,Spain,"Laboratorio Stada, S.L.",Germany,dso@stada.de
132365,Solifenacina + Tansulosina Generis,Oral Use,Portugal,"Generis Farmacêutica, S.A.",Malta,pharmacovigilance.eu@aurobindo.com
132366,Solifenacina + Tansulosina Alter,Oral Use,Portugal,"Alter, S.A.",Spain,agoicoecheag@grupo-alter.com
132367,Solifenacina + Tansulosina Atamsol,Oral Use,Portugal,Alter S.A.,Spain,agoicoecheag@grupo-alter.com
132368,Solifenacina + Tansulosina Pentafarma,Oral Use,Portugal,Pentafarma - Sociedade Tecnico-Medicinal S.A.,Portugal,augusto.filipe@tecnimede.com
132369,Solifenacina + Tansulosina Pharmakern,Oral Use,Portugal,"Pharmakern Portugal – Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Spain,farmacovigilancia@kernpharma.com
132370,Solifenacina + Tansulosina Stada,Oral Use,Portugal,Stada Lda.,Germany,dso@stada.de
132371,Solifenacina + Tansulosina Teva,Oral Use,Portugal,Teva B.V,Croatia,safety.europe@tevaeu.com
132372,Solifenacina + Tansulosina Viatris,Oral Use,Portugal,Viatris Limited,Italy,productsafety@viatris.com
132373,Solifenacina + Tansulosina Viatris,Oral Use,Portugal,Viatris Limited,Italy,productsafety@viatris.com
132374,Solifenacina + Tansulosina Zentiva,Oral Use,Portugal,"Zentiva Portugal, Lda",Czech Republic,pharmacovigilance@zentiva.com
132375,Solifenacina Alter,Oral Use,Portugal,Alter S.A.,Spain,agoicoecheag@grupo-alter.com
132376,Solifenacina Alter,Oral Use,Spain,"Laboratorios Alter, S.A.",Spain,agoicoecheag@grupo-alter.com
132377,Solifenacina Aristo,Oral Use,Italy,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
132378,Solifenacina Aristo,Oral Use,Portugal,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
132379,Solifenacina Aurobindo,Oral Use,Italy,Aurobindo Pharma (Italia) S.R.L.,Malta,pharmacovigilance.eu@aurobindo.com
132380,Solifenacina Aurovitas,Oral Use,Spain,"Aurovitas Spain,s.A.U.",Malta,pharmacovigilance.eu@aurobindo.com
132381,Solifenacina Combix,Oral Use,Spain,"Laboratorios Combix, S.L.U.",Spain,farmacovigilancia@combix.es
132382,Solifenacina Demo,Oral Use,Portugal,Demo Abee,Greece,pv@demo.gr
132383,Solifenacina Doc,Oral Use,Italy,Doc Generici S.R.L.,Italy,farmacovigilanza@docpharma.com
132384,Solifenacina E Tamsulosin Mylan,Oral Use,Italy,Mylan S.P.A.,Italy,productsafety@viatris.com
132385,Solifenacina Farmoz,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com
132386,Solifenacina Generis,Oral Use,Portugal,"Generis Farmacêutica, S.A.",Malta,pharmacovigilance.eu@aurobindo.com
132387,Solifenacina Krka,Oral Use,Italy,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance@krka.biz
132388,Solifenacina Krka,Oral Use,Spain,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.es@krka.biz
132389,Solifenacina Mylan,Oral Use,Italy,Mylan S.P.A.,Italy,productsafety@viatris.com
132390,Solifenacina Normon,Oral Use,Spain,"Laboratorios Normon, S.A.",Spain,safety@normon.com
132391,Solifenacina Novalie,Oral Use,Spain,Novalie Pharma S.L.,Spain,novalie@meisys.es
132392,Solifenacina Pensa,Oral Use,Spain,Towa Pharmaceutical S.A.,Spain,pharmacovigilance@towapharmaceutical.com
132393,Solifenacina Pentafarma,Oral Use,Portugal,Pentafarma - Sociedade Tecnico-Medicinal S.A.,Portugal,augusto.filipe@tecnimede.com
132394,Solifenacina Pharmsol,Oral Use,Spain,Pharmsol Europe Limited,Bulgaria,safety@iggea.com
132395,Solifenacina Qualigen,Oral Use,Spain,"Neuraxpharm Spain, S.L.U.",Spain,safety@neuraxpharm.com
132396,Solifenacina Sandoz,Oral Use,Spain,"Sandoz Farmacéutica, S.A.",Germany,eu-qppv.office@sandoz.com
132397,Solifenacina Stada,Oral Use,Spain,"Laboratorio Stada, S.L.",Germany,dso@stada.de
132398,Solifenacina Strami,Oral Use,Portugal,"Farmoz Genéricos - Sociedade Técnico Medicinal, Lda",Portugal,augusto.filipe@tecnimede.com
132399,Solifenacina Succinato Qilu,Oral Use,Spain,Qilu Pharma Spain S.L.,Czech Republic,safety@elc-group.com
132400,Solifenacina Sun,Oral Use,Spain,Sun Pharmaceutical Industries Europe B.V.,Romania,victoria.bodea@sunpharma.com
132401,Solifenacina Sun,Oral Use,Spain,Sun Pharmaceutical Industries Europe B.V.,Romania,victoria.bodea@sunpharma.com
